Latitide,39.47276
Longitude,-105.0622
Elevation,1801
Time,Temperature_2m [°C],Relativehumidity_2m [%],Precipitation [mm],Windspeed_10m [m/s],Winddirection_10m [°],Cloudcover [%],Direct_radiation [W/m²],Boundary_layer_height [m]
2001-03-02T11:00,-10.4,85,0,1.66,213,14,0,25
2001-03-02T12:00,-11.1,84,0,2,217,15,0,35
2001-03-02T13:00,-11.1,85,0,2.48,223,16,0,45
2001-03-02T14:00,-10.8,83,0,2.97,225,22,5,60
2001-03-02T15:00,-8.2,77,0,2.97,225,13,114,90
2001-03-02T16:00,-3,67,0,2.62,223,0,301,150
2001-03-02T17:00,2.1,52,0,2.19,223,0,476,310
2001-03-02T18:00,4.1,44,0,1.78,218,0,609,785
2001-03-02T19:00,4.8,40,0,1.72,216,0,690,1260
2001-03-02T20:00,5.2,38,0,1.34,207,0,692,1570
2001-03-02T21:00,5.4,39,0,1.02,191,2,632,1720
2001-03-02T22:00,5.2,41,0,0.7,180,11,511,1810
2001-03-02T23:00,5.6,32,0,0.36,34,17,356,1335
2001-03-03T00:00,5.3,31,0,1.34,27,27,159,75
2001-03-03T01:00,4.1,32,0,1.73,10,38,31,35
2001-03-03T02:00,-0.8,49,0,1.28,309,23,0,25
2001-03-03T03:00,-4.3,59,0,1.8,270,6,0,25
2001-03-03T04:00,-6.7,68,0,1.79,243,1,0,25
2001-03-03T05:00,-7.7,69,0,1.42,231,17,0,20
2001-03-03T06:00,-8.4,69,0,1.58,235,0,0,20
2001-03-03T07:00,-8.2,68,0,1.94,235,0,0,20
2001-03-03T08:00,-8.7,67,0,1.97,240,0,0,20
2001-03-03T09:00,-9.2,66,0,2.01,243,0,0,20
2001-03-03T10:00,-9.7,67,0,1.77,254,18,0,20
2001-03-03T11:00,-10.6,68,0,1.5,266,22,0,20
2001-03-03T12:00,-11.3,69,0,1.46,254,18,0,20
2001-03-03T13:00,-11.9,69,0,1.53,238,17,0,15
2001-03-03T14:00,-12,68,0,1.22,235,38,6,15
2001-03-03T15:00,-7.7,60,0,1.25,241,66,109,30
2001-03-03T16:00,-0.5,44,0,0.71,278,81,262,200
2001-03-03T17:00,2.6,47,0,0.76,23,90,436,810
2001-03-03T18:00,3.7,46,0,1.27,45,94,570,1185
2001-03-03T19:00,4.3,46,0,1.06,41,93,570,1665
2001-03-03T20:00,4.8,41,0,1.14,38,97,428,1930
2001-03-03T21:00,4.9,41,0,1.91,43,100,173,1670
2001-03-03T22:00,4.6,45,0,3.09,61,94,186,1240
2001-03-03T23:00,4.1,46,0,3.18,62,99,180,1005
2001-03-04T00:00,3.1,54,0,1.63,47,97,88,405
2001-03-04T01:00,1.3,60,0,2.01,354,97,13,65
2001-03-04T02:00,-0.6,63,0,2.34,320,98,0,50
2001-03-04T03:00,-1.4,64,0,1.98,311,99,0,60
2001-03-04T04:00,-2.5,71,0,2.22,324,100,0,105
2001-03-04T05:00,-2.8,74,0,2.02,340,100,0,180
2001-03-04T06:00,-2.7,74,0,1.02,349,97,0,150
2001-03-04T07:00,-1.1,77,0,0.32,342,79,0,90
2001-03-04T08:00,-1.5,78,0,0.5,323,27,0,45
2001-03-04T09:00,-2.4,80,0,0.64,321,10,0,35
2001-03-04T10:00,-3.4,82,0,0.73,286,5,0,35
2001-03-04T11:00,-5.7,84,0,1.04,253,0,0,25
2001-03-04T12:00,-7.8,83,0,1.13,225,0,0,25
2001-03-04T13:00,-8.8,80,0,1.27,225,0,0,25
2001-03-04T14:00,-10.1,76,0,1.56,225,0,7,30
2001-03-04T15:00,-5.9,63,0,1.7,230,0,125,70
2001-03-04T16:00,-0.2,50,0,1.06,221,0,315,190
2001-03-04T17:00,2.5,52,0,0.95,198,0,489,530
2001-03-04T18:00,4.1,51,0,1,186,0,622,840
2001-03-04T19:00,6.2,39,0,0.91,174,0,701,1060
2001-03-04T20:00,7.1,34,0,0.81,150,0,715,1190
2001-03-04T21:00,7.6,33,0,1,127,0,664,1235
2001-03-04T22:00,8,29,0,2.42,97,0,553,995
2001-03-04T23:00,7.7,30,0,2.3,92,0,392,850
2001-03-05T00:00,6.3,39,0,2.12,71,0,203,195
2001-03-05T01:00,5.4,36,0,1.53,79,0,39,45
2001-03-05T02:00,1.3,48,0,0.76,157,0,0,35
2001-03-05T03:00,-2.5,61,0,1.61,210,0,0,45
2001-03-05T04:00,-4.7,70,0,1.88,205,53,0,55
2001-03-05T05:00,-5.6,72,0,2.24,207,89,0,55
2001-03-05T06:00,-5.7,69,0,2.64,209,61,0,55
2001-03-05T07:00,-4.4,68,0,2.8,215,29,0,55
2001-03-05T08:00,-4.6,66,0,2.86,216,19,0,50
2001-03-05T09:00,-4.8,64,0,2.84,219,3,0,45
2001-03-05T10:00,-5.1,63,0,2.62,227,2,0,40
2001-03-05T11:00,-5.4,62,0,2.4,225,45,0,35
2001-03-05T12:00,-5.5,60,0,2.4,225,59,0,35
2001-03-05T13:00,-5.6,59,0,2.48,227,46,0,35
2001-03-05T14:00,-5.3,57,0,2.62,227,94,8,35
2001-03-05T15:00,-2,51,0,2.69,228,98,95,40
2001-03-05T16:00,3.2,43,0,2.13,229,99,245,65
2001-03-05T17:00,8.3,31,0,1.42,231,92,405,185
2001-03-05T18:00,10.9,21,0,0.81,210,95,380,485
2001-03-05T19:00,12.7,16,0,0.78,140,92,549,815
2001-03-05T20:00,13.8,17,0,1.41,135,74,505,1165
2001-03-05T21:00,14.1,18,0,1.77,137,97,490,1360
2001-03-05T22:00,14.1,18,0,1.61,150,100,363,1000
2001-03-05T23:00,12.5,26,0,1.36,126,100,29,115
2001-03-06T00:00,10.3,44,0,1.14,165,100,0,35
2001-03-06T01:00,7.6,40,0,1.41,225,100,0,30
2001-03-06T02:00,4.6,51,0,1.8,236,100,0,30
2001-03-06T03:00,2,67,0,2.11,239,100,0,25
2001-03-06T04:00,0.4,77,0,2.06,231,100,0,20
2001-03-06T05:00,-0.4,80,0,1.56,225,100,0,15
2001-03-06T06:00,-0.8,81,0,1.56,225,100,0,15
2001-03-06T07:00,-1.5,84,0,1.56,225,100,0,15
2001-03-06T08:00,-1.4,81,0,1.49,228,100,0,15
2001-03-06T09:00,-1.2,78,0,1.36,234,90,0,15
2001-03-06T10:00,-0.7,73,0,1.8,236,96,0,15
2001-03-06T11:00,-0.6,72,0,1.55,255,99,0,20
2001-03-06T12:00,-0.6,72,0,1.66,245,99,0,20
2001-03-06T13:00,-0.8,72,0,1.64,232,98,0,20
2001-03-06T14:00,-1.1,73,0,1.56,225,99,1,20
2001-03-06T15:00,1.8,66,0,1.56,225,96,25,25
2001-03-06T16:00,7.2,46,0,0.78,230,99,117,100
2001-03-06T17:00,9.2,39,0,1,53,95,280,625
2001-03-06T18:00,9.8,37,0,2.05,47,99,345,765
2001-03-06T19:00,10,38,0,2.69,42,100,358,1030
2001-03-06T20:00,9.6,39,0,2.64,37,100,225,1085
2001-03-06T21:00,9.3,39,0,2.36,36,100,161,1090
2001-03-06T22:00,9.2,39,0,2.56,39,100,126,1065
2001-03-06T23:00,8.8,41,0,2.28,38,100,45,910
2001-03-07T00:00,7.9,48,0,1.72,36,100,10,160
2001-03-07T01:00,6.6,52,0,0.81,7,100,10,25
2001-03-07T02:00,3.8,63,0,0.36,236,97,0,20
2001-03-07T03:00,1.3,74,0,0.72,214,61,0,20
2001-03-07T04:00,-0.3,83,0,0.86,216,57,0,20
2001-03-07T05:00,-0.6,84,0,1.08,214,58,0,20
2001-03-07T06:00,-0.9,85,0,1.39,210,79,0,25
2001-03-07T07:00,-0.6,82,0,1.75,211,85,0,25
2001-03-07T08:00,-1.2,84,0,1.75,211,89,0,30
2001-03-07T09:00,-1.3,84,0,1.66,213,68,0,30
2001-03-07T10:00,-1.6,85,0,2.16,214,75,0,45
2001-03-07T11:00,-1.7,86,0,2.11,211,55,0,45
2001-03-07T12:00,-1.8,85,0,1.97,210,37,0,45
2001-03-07T13:00,-2.4,86,0,1.97,210,48,0,45
2001-03-07T14:00,-2,85,0,2.11,211,88,8,55
2001-03-07T15:00,1.9,71,0,1.84,209,95,85,90
2001-03-07T16:00,5.6,59,0,1.43,192,95,213,325
2001-03-07T17:00,7.5,52,0,1.8,183,94,335,915
2001-03-07T18:00,9.1,47,0,1.9,183,76,496,1390
2001-03-07T19:00,10.9,39,0,1.2,180,80,543,1715
2001-03-07T20:00,11.2,38,0.1,0.81,120,72,551,1580
2001-03-07T21:00,11.5,37,0,1,84,83,488,1605
2001-03-07T22:00,11,39,0,1.3,67,95,231,1335
2001-03-07T23:00,10.2,41,0,0.89,27,97,132,605
2001-03-08T00:00,8.5,51,0,0.94,328,99,27,50
2001-03-08T01:00,6.6,57,0,0.95,252,99,0,40
2001-03-08T02:00,3.8,74,0,1.53,212,100,0,40
2001-03-08T03:00,2.2,79,0,2.01,207,100,0,55
2001-03-08T04:00,1.1,84,0,1.84,209,62,0,35
2001-03-08T05:00,0.4,86,0,1.58,215,81,0,25
2001-03-08T06:00,0.1,86,0,1.5,217,57,0,25
2001-03-08T07:00,-1.2,89,0,1.42,219,64,0,25
2001-03-08T08:00,-0.9,89,0,1.35,222,71,0,25
2001-03-08T09:00,-1.5,90,0,1.44,236,27,0,20
2001-03-08T10:00,-1.5,88,0,1.43,258,2,0,30
2001-03-08T11:00,-1.4,86,0,1.68,253,3,0,30
2001-03-08T12:00,-1.8,86,0,1.7,242,12,0,30
2001-03-08T13:00,-2.4,86,0,1.35,228,32,0,25
2001-03-08T14:00,-2.5,88,0,1.49,222,40,10,20
2001-03-08T15:00,1.2,84,0,1.35,228,52,119,55
2001-03-08T16:00,4.5,66,0,0.61,261,6,285,355
2001-03-08T17:00,6.3,59,0,0.45,333,3,459,705
2001-03-08T18:00,7.8,54,0,0.42,45,6,567,1170
2001-03-08T19:00,9.7,42,0,0.76,113,5,604,1370
2001-03-08T20:00,10.7,37,0,1.14,128,1,589,1505
2001-03-08T21:00,11.5,33,0,1.27,135,11,598,1630
2001-03-08T22:00,11.7,31,0,1.17,110,15,481,1805
2001-03-08T23:00,11.6,30,0,1.04,107,13,337,1690
2001-03-09T00:00,10.7,37,0,1.2,90,9,185,245
2001-03-09T01:00,8.4,44,0,1.93,111,9,43,70
2001-03-09T02:00,5,59,0,1.92,189,13,0,70
2001-03-09T03:00,2.3,68,0,2.51,209,2,0,85
2001-03-09T04:00,0.2,77,0,2.19,204,0,0,65
2001-03-09T05:00,-1.1,83,0,2.42,210,0,0,55
2001-03-09T06:00,-1.7,84,0,2.51,209,0,0,50
2001-03-09T07:00,-1.7,82,0,2.75,213,0,0,50
2001-03-09T08:00,-1.9,81,0,2.72,216,0,0,50
2001-03-09T09:00,-2,79,0,2.7,219,0,0,45
2001-03-09T10:00,-2.2,77,0,2.77,221,0,0,45
2001-03-09T11:00,-2.4,76,0,2.76,224,0,0,40
2001-03-09T12:00,-2.5,75,0,2.69,225,1,0,40
2001-03-09T13:00,-2.7,74,0,2.83,225,8,0,40
2001-03-09T14:00,-2.2,70,0,3.04,224,15,13,40
2001-03-09T15:00,2.4,57,0,2.83,225,50,146,60
2001-03-09T16:00,7.8,44,0,1.91,223,75,336,140
2001-03-09T17:00,10.6,34,0,2.02,213,79,481,1200
2001-03-09T18:00,12,30,0,2.13,221,46,555,1660
2001-03-09T19:00,12.7,29,0.1,1.64,218,61,662,1990
2001-03-09T20:00,13.2,28,0,1.34,207,90,618,2100
2001-03-09T21:00,13.4,26,0,1.25,209,100,557,2105
2001-03-09T22:00,13,27,0,1.24,194,100,313,1630
2001-03-09T23:00,12.5,28,0,0.78,230,100,163,1150
2001-03-10T00:00,11,41,0,0.57,315,97,44,40
2001-03-10T01:00,8.9,51,0,1.35,318,91,10,25
2001-03-10T02:00,6.6,54,0,1.75,301,87,0,35
2001-03-10T03:00,4.7,60,0,2.12,278,95,0,40
2001-03-10T04:00,3.4,66,0,2.5,270,98,0,55
2001-03-10T05:00,2.4,70,0,2.6,268,97,0,55
2001-03-10T06:00,1.1,75,0,2.53,279,98,0,75
2001-03-10T07:00,1.9,70,0,2.66,290,96,0,125
2001-03-10T08:00,1.3,72,0,2.21,288,99,0,110
2001-03-10T09:00,0.9,73,0,1.84,283,99,0,80
2001-03-10T10:00,0.4,75,0,1.33,283,100,0,45
2001-03-10T11:00,0,77,0,1.5,274,96,0,45
2001-03-10T12:00,-0.2,79,0,1.65,256,99,0,35
2001-03-10T13:00,-0.4,80,0.2,1.46,254,100,0,25
2001-03-10T14:00,0,83,0.3,1.48,298,99,4,50
2001-03-10T15:00,1.3,83,0.4,2.82,354,100,5,430
2001-03-10T16:00,1.2,89,0.7,3.11,6,100,9,505
2001-03-10T17:00,1.1,90,1,2.92,6,100,15,580
2001-03-10T18:00,0.6,93,1.3,2.94,10,100,11,665
2001-03-10T19:00,0.4,95,1.6,3.32,16,100,0,685
2001-03-10T20:00,-0.2,95,1.5,3.2,14,100,1,645
2001-03-10T21:00,-0.4,93,1.2,3.01,15,100,1,665
2001-03-10T22:00,-0.6,93,1.1,2.38,22,100,14,690
2001-03-10T23:00,-1,95,1,2.15,28,99,9,610
2001-03-11T00:00,-1.4,96,0.8,1.7,40,100,14,535
2001-03-11T01:00,-1.9,96,0.6,1.42,51,99,6,395
2001-03-11T02:00,-2.4,96,0.5,1.06,41,99,0,275
2001-03-11T03:00,-2.9,96,0.4,1.12,27,100,0,265
2001-03-11T04:00,-3.2,95,0.3,1,37,100,0,240
2001-03-11T05:00,-3.4,95,0.3,1,53,100,0,195
2001-03-11T06:00,-3.8,95,0.2,0.98,66,100,0,175
2001-03-11T07:00,-4.4,93,0.2,1.2,85,100,0,140
2001-03-11T08:00,-4.7,93,0.2,1.33,103,99,0,165
2001-03-11T09:00,-5.1,92,0.1,1.5,127,97,0,175
2001-03-11T10:00,-5.2,91,0.2,1.56,130,99,0,230
2001-03-11T11:00,-5.1,90,0.2,1.36,126,100,0,200
2001-03-11T12:00,-5.3,90,0.2,1.57,117,100,0,190
2001-03-11T13:00,-5.4,90,0.2,1.66,123,100,0,205
2001-03-11T14:00,-5.3,90,0.2,1.56,135,99,0,210
2001-03-11T15:00,-4.5,85,0.1,1.8,146,99,27,265
2001-03-11T16:00,-2.9,79,0.1,1.36,144,99,82,385
2001-03-11T17:00,-1.6,71,0.1,0.76,113,99,57,440
2001-03-11T18:00,-0.7,67,0.2,0.98,66,99,58,535
2001-03-11T19:00,-1.6,72,0.4,1.5,37,100,40,520
2001-03-11T20:00,-1.6,74,0.4,1.89,32,100,52,500
2001-03-11T21:00,-1.8,77,0.4,2.1,25,100,52,500
2001-03-11T22:00,-2.2,81,0.4,2.86,12,100,26,470
2001-03-11T23:00,-2.7,85,0.4,2.09,17,100,14,420
2001-03-12T00:00,-3.4,89,0.3,1.61,7,100,1,365
2001-03-12T01:00,-3.9,92,0.3,1.41,8,99,4,205
2001-03-12T02:00,-4.5,94,0.2,0.64,39,96,0,105
2001-03-12T03:00,-4.9,95,0,0.95,198,38,0,55
2001-03-12T04:00,-6.2,94,0,1.75,204,21,0,25
2001-03-12T05:00,-8.8,95,0,1.89,212,29,0,20
2001-03-12T06:00,-11.3,95,0,1.36,216,32,0,20
2001-03-12T07:00,-12.5,82,0,1.78,218,13,0,20
2001-03-12T08:00,-13.6,81,0,1.94,215,2,0,20
2001-03-12T09:00,-14.6,81,0,2.22,216,1,0,20
2001-03-12T10:00,-15,83,0,2.3,214,2,0,25
2001-03-12T11:00,-14.6,83,0,2.44,215,24,0,25
2001-03-12T12:00,-13.9,82,0,2.36,216,71,0,25
2001-03-12T13:00,-13.5,81,0,2.22,216,70,0,30
2001-03-12T14:00,-12.3,78,0,1.77,227,52,13,30
2001-03-12T15:00,-8.7,69,0,1.44,236,61,107,30
2001-03-12T16:00,-2.3,51,0,0.64,219,33,282,65
2001-03-12T17:00,1.1,43,0,0.32,252,57,474,1095
2001-03-12T18:00,2.4,57,0,1.3,293,17,654,1685
2001-03-12T19:00,3.8,44,0,2.78,308,2,625,1745
2001-03-12T20:00,4.7,39,0,3.76,320,6,728,1835
2001-03-12T21:00,5,38,0,3.76,320,2,686,1785
2001-03-12T22:00,5.3,39,0,2.59,332,0,577,1490
2001-03-12T23:00,4.6,47,0,1.71,339,2,424,1465
2001-03-13T00:00,3.4,55,0,1.52,23,3,229,85
2001-03-13T01:00,2.1,52,0,0.91,96,1,54,15
2001-03-13T02:00,0,54,0,0.86,216,19,0,15
2001-03-13T03:00,-1.9,58,0,1.28,219,87,0,20
2001-03-13T04:00,-3.9,64,0,2.06,219,69,0,20
2001-03-13T05:00,-5.6,69,0,2.48,220,82,0,25
2001-03-13T06:00,-6.9,73,0,2.78,218,94,0,35
2001-03-13T07:00,-7.2,73,0,2.88,214,100,0,45
2001-03-13T08:00,-6.2,72,0,2.58,216,100,0,50
2001-03-13T09:00,-6.1,75,0,2.76,224,94,0,50
2001-03-13T10:00,-5.8,77,0,2.48,227,47,0,45
2001-03-13T11:00,-6.7,79,0,2.41,228,26,0,35
2001-03-13T12:00,-8,79,0,2.69,225,47,0,35
2001-03-13T13:00,-8.7,78,0,2.97,225,6,0,40
2001-03-13T14:00,-8.9,76,0,2.97,228,7,21,40
2001-03-13T15:00,-6,69,0,2.83,228,5,127,50
2001-03-13T16:00,-1.5,61,0,1.92,231,4,347,90
2001-03-13T17:00,2.7,56,0,1,217,5,516,340
2001-03-13T18:00,5.3,56,0,0.86,144,2,663,860
2001-03-13T19:00,5.6,55,0,1.24,104,0,740,1255
2001-03-13T20:00,6,52,0,1.62,112,0,755,1405
2001-03-13T21:00,6.4,50,0,1.7,118,0,703,1475
2001-03-13T22:00,6.4,50,0,1.17,121,0,593,1265
2001-03-13T23:00,6,53,0,1.02,101,0,426,800
2001-03-14T00:00,4.6,63,0,1.94,78,9,230,95
2001-03-14T01:00,2.9,68,0,0.92,77,2,55,20
2001-03-14T02:00,0.5,69,0,1.03,209,1,0,20
2001-03-14T03:00,-1.4,72,0,1.2,222,0,0,20
2001-03-14T04:00,-3.5,77,0,1.7,225,0,0,20
2001-03-14T05:00,-4.2,76,0,2.05,223,0,0,25
2001-03-14T06:00,-4.9,74,0,2.27,229,25,0,30
2001-03-14T07:00,-5.6,72,0,2.56,231,76,0,30
2001-03-14T08:00,-6.1,71,0,2.48,230,89,0,30
2001-03-14T09:00,-6.6,70,0,2.62,230,77,0,30
2001-03-14T10:00,-7.3,70,0,2.41,228,9,0,30
2001-03-14T11:00,-7.9,69,0,2.62,227,18,0,30
2001-03-14T12:00,-8.4,68,0,2.69,225,36,0,35
2001-03-14T13:00,-8.9,68,0,2.69,225,7,0,35
2001-03-14T14:00,-8.7,66,0,2.76,224,0,25,35
2001-03-14T15:00,-5.3,60,0,2.62,223,0,181,55
2001-03-14T16:00,-0.4,56,0,2.02,213,1,381,130
2001-03-14T17:00,5.5,42,0,2.4,182,1,559,1445
2001-03-14T18:00,6.4,37,0,3.55,212,54,619,2350
2001-03-14T19:00,6.5,35,0,4.37,250,88,449,2595
2001-03-14T20:00,6,39,0,4.09,292,77,427,2665
2001-03-14T21:00,3.5,57,0.4,5.46,352,95,226,1005
2001-03-14T22:00,1,66,0.4,4.3,329,100,48,950
2001-03-14T23:00,1.2,52,0,3.54,317,99,27,1820
2001-03-15T00:00,0.7,48,0,3.61,316,89,51,1785
2001-03-15T01:00,-0.9,49,0,3.72,306,68,29,1105
2001-03-15T02:00,-1.9,45,0,3.58,300,53,0,785
2001-03-15T03:00,-2.9,47,0,3.66,305,99,0,730
2001-03-15T04:00,-3.1,49,0,3.26,310,97,0,850
2001-03-15T05:00,-3.4,50,0,3,307,100,0,970
2001-03-15T06:00,-3.5,48,0,3.04,297,100,0,1070
2001-03-15T07:00,-2.9,51,0,3.22,300,98,0,1135
2001-03-15T08:00,-3,50,0,3.26,310,96,0,1140
2001-03-15T09:00,-3.2,50,0,3.26,320,98,0,1165
2001-03-15T10:00,-3.5,50,0,4.47,350,96,0,1415
2001-03-15T11:00,-3.9,52,0,4.44,352,95,0,1285
2001-03-15T12:00,-4.7,56,0,4.03,353,81,0,1080
2001-03-15T13:00,-5.5,60,0,3.91,356,7,0,715
2001-03-15T14:00,-5.9,63,0,3.34,351,6,23,655
2001-03-15T15:00,-4.5,58,0,3.2,358,4,162,825
2001-03-15T16:00,-2.7,50,0,3.6,2,0,358,1045
2001-03-15T17:00,-1.3,45,0,4,359,30,507,1395
2001-03-15T18:00,0,41,0,4.4,360,71,573,1790
2001-03-15T19:00,1.1,41,0,4.4,360,70,529,2065
2001-03-15T20:00,1.4,40,0,4.13,7,72,444,2040
2001-03-15T21:00,1.7,40,0,3.54,16,86,468,2115
2001-03-15T22:00,1.2,42,0,3.54,47,66,276,1110
2001-03-15T23:00,0.2,46,0,3.36,53,63,116,1070
2001-03-16T00:00,-1.2,54,0,3.58,67,25,59,725
2001-03-16T01:00,-2.7,60,0,2.12,71,6,36,465
2001-03-16T02:00,-3.3,61,0,1.4,94,1,0,190
2001-03-16T03:00,-3,56,0,1.48,152,0,0,95
2001-03-16T04:00,-3.3,58,0,2.16,167,0,0,90
2001-03-16T05:00,-4.2,60,0,2.51,175,0,0,95
2001-03-16T06:00,-6.3,66,0,2.43,189,1,0,85
2001-03-16T07:00,-8.9,68,0,2.25,201,0,0,85
2001-03-16T08:00,-9,66,0,2.28,209,0,0,80
2001-03-16T09:00,-9.7,65,0,2.02,213,11,0,75
2001-03-16T10:00,-11,65,0,1.89,212,60,0,80
2001-03-16T11:00,-11.1,63,0,2,217,97,0,65
2001-03-16T12:00,-10.8,62,0,2.2,219,98,0,55
2001-03-16T13:00,-10.2,61,0,2.27,221,100,0,50
2001-03-16T14:00,-9.3,59,0,2.13,221,99,3,50
2001-03-16T15:00,-7.1,58,0,1.77,223,92,38,70
2001-03-16T16:00,-1.6,41,0,0.71,225,78,156,210
2001-03-16T17:00,1.2,37,0,0.71,82,95,254,645
2001-03-16T18:00,2.6,37,0,1.8,90,97,393,1035
2001-03-16T19:00,3.1,40,0,2.32,97,99,225,1330
2001-03-16T20:00,3.7,40,0,2.12,109,100,258,1695
2001-03-16T21:00,4,40,0,2.36,126,100,215,1820
2001-03-16T22:00,3.8,44,0,2.73,114,98,200,1280
2001-03-16T23:00,3.1,48,0,2.77,131,100,147,1265
2001-03-17T00:00,2.1,56,0,2.41,132,98,54,915
2001-03-17T01:00,0.5,63,0.2,2.12,135,98,4,310
2001-03-17T02:00,-0.8,68,0,2.7,141,100,0,205
2001-03-17T03:00,-1.6,71,0,2.51,151,100,0,190
2001-03-17T04:00,-2.1,74,0.2,2.47,159,100,0,195
2001-03-17T05:00,-2.4,76,0.2,2.64,151,100,0,275
2001-03-17T06:00,-2.7,80,0.2,2.56,159,100,0,405
2001-03-17T07:00,-2.7,74,0,2.36,144,100,0,350
2001-03-17T08:00,-3.2,79,0.3,2.19,133,100,0,380
2001-03-17T09:00,-3.3,83,0.4,1.84,131,100,0,290
2001-03-17T10:00,-3.1,84,0.4,1.06,131,100,0,315
2001-03-17T11:00,-3.2,86,0.6,0.78,140,100,0,285
2001-03-17T12:00,-3.4,87,0.7,0.58,149,100,0,245
2001-03-17T13:00,-3.5,88,0.6,0.28,135,100,0,240
2001-03-17T14:00,-3.5,88,0.4,0.32,108,100,0,235
2001-03-17T15:00,-3.2,85,0.2,0.72,146,100,6,355
2001-03-17T16:00,-1.7,76,0.1,0.94,122,100,48,585
2001-03-17T17:00,-1,72,0.1,1.3,113,100,41,660
2001-03-17T18:00,-0.2,68,0.2,1.43,115,100,47,735
2001-03-17T19:00,-0.6,73,0.2,1.71,111,100,32,840
2001-03-17T20:00,-0.2,71,0.1,2.06,119,99,64,815
2001-03-17T21:00,0.4,68,0.1,1.77,133,100,73,700
2001-03-17T22:00,0.4,69,0,1.34,153,100,56,655
2001-03-17T23:00,0.5,70,0,1.84,139,100,54,650
2001-03-18T00:00,-0.1,74,0,1.98,135,91,44,400
2001-03-18T01:00,-1.1,82,0,2.69,138,25,6,275
2001-03-18T02:00,-2.2,84,0,3.04,171,58,0,170
2001-03-18T03:00,-3.2,84,0,2.94,190,65,0,145
2001-03-18T04:00,-4.1,83,0,2.85,198,72,0,120
2001-03-18T05:00,-5,83,0,2.51,203,31,0,100
2001-03-18T06:00,-6.5,82,0,2.01,207,29,0,70
2001-03-18T07:00,-8.3,81,0,2.25,212,19,0,50
2001-03-18T08:00,-9.5,80,0,2.48,220,8,0,40
2001-03-18T09:00,-10.1,80,0,2.55,222,2,0,40
2001-03-18T10:00,-10.7,78,0,2.36,216,0,0,40
2001-03-18T11:00,-11.3,79,0,2.64,217,0,0,40
2001-03-18T12:00,-11.8,78,0,2.62,220,0,0,35
2001-03-18T13:00,-12.3,78,0,2.48,220,0,0,30
2001-03-18T14:00,-11.4,75,0,2.48,220,0,33,35
2001-03-18T15:00,-6.8,66,0,2.34,230,3,192,40
2001-03-18T16:00,-0.7,53,0,1.39,240,0,388,105
2001-03-18T17:00,2.4,57,0,0.98,336,2,558,1260
2001-03-18T18:00,3.5,51,0,2.42,7,15,686,1720
2001-03-18T19:00,4.9,41,0,3.37,12,56,532,1630
2001-03-18T20:00,4.9,40,0,3.89,18,75,580,1485
2001-03-18T21:00,3.6,50,0.2,4.11,26,95,396,1365
2001-03-18T22:00,3.7,50,0,3.86,17,93,191,995
2001-03-18T23:00,3.3,53,0,3.54,16,88,161,1000
2001-03-19T00:00,2.5,59,0,2.47,14,86,85,730
2001-03-19T01:00,1.2,65,0,1.61,353,92,11,130
2001-03-19T02:00,-0.4,72,0,1.2,270,68,0,40
2001-03-19T03:00,-1.9,77,0,1.77,254,50,0,40
2001-03-19T04:00,-2.4,79,0,1.7,242,36,0,30
2001-03-19T05:00,-4,80,0,1.56,230,20,0,20
2001-03-19T06:00,-5.6,79,0,1.63,223,11,0,15
2001-03-19T07:00,-7,80,0,1.77,223,2,0,15
2001-03-19T08:00,-8,79,0,1.98,225,2,0,20
2001-03-19T09:00,-8.7,78,0,2.13,229,0,0,25
2001-03-19T10:00,-9.1,77,0,2.26,225,3,0,25
2001-03-19T11:00,-9.3,75,0,2.69,225,1,0,30
2001-03-19T12:00,-9.8,75,0,2.9,224,0,0,35
2001-03-19T13:00,-10.2,75,0,3.18,224,0,0,35
2001-03-19T14:00,-9.1,70,0,3.4,223,0,37,40
2001-03-19T15:00,-4.9,62,0,3.26,223,0,203,55
2001-03-19T16:00,0.2,53,0,2.48,223,0,401,125
2001-03-19T17:00,4.6,41,0,2.13,221,0,573,350
2001-03-19T18:00,6.3,41,0,1.7,220,0,700,765
2001-03-19T19:00,7.5,39,0,1.28,231,0,772,1085
2001-03-19T20:00,10.6,22,0,0.73,254,0,780,1290
2001-03-19T21:00,11.5,22,0,0.3,270,1,723,1395
2001-03-19T22:00,12,23,0,0.64,39,21,606,1585
2001-03-19T23:00,11.8,25,0,1.3,86,30,441,555
2001-03-20T00:00,8.5,45,0,1.88,115,33,249,90
2001-03-20T01:00,6.5,49,0,2.28,165,41,67,50
2001-03-20T02:00,3.5,54,0,2.51,209,55,0,45
2001-03-20T03:00,0.2,67,0,2.06,219,18,0,30
2001-03-20T04:00,-1.2,71,0,2.33,223,6,0,25
2001-03-20T05:00,-1.7,69,0,2.55,225,11,0,30
2001-03-20T06:00,-2.1,70,0,2.62,227,11,0,35
2001-03-20T07:00,-2.4,70,0,2.77,229,0,0,35
2001-03-20T08:00,-3,72,0,2.83,228,0,0,35
2001-03-20T09:00,-3.4,72,0,2.97,228,0,0,35
2001-03-20T10:00,-3.5,71,0,2.7,231,0,0,30
2001-03-20T11:00,-3.5,70,0,2.77,229,0,0,30
2001-03-20T12:00,-3.5,69,0,2.97,225,0,0,35
2001-03-20T13:00,-3.7,69,0,3.18,224,0,0,35
