Latitide,39.47276
Longitude,-105.0622
Elevation,1801
Time,Temperature_2m [°C],Relativehumidity_2m [%],Precipitation [mm],Windspeed_10m [m/s],Winddirection_10m [°],Cloudcover [%],Direct_radiation [W/m²],Boundary_layer_height [m]
2001-01-19T05:00,-12.8,69,0,0.76,203,13,0,15
2001-01-19T06:00,-15.1,72,0,0.94,212,16,0,15
2001-01-19T07:00,-15,72,0,1.35,222,23,0,15
2001-01-19T08:00,-15,72,0,1.56,225,29,0,20
2001-01-19T09:00,-15.7,73,0,1.7,225,26,0,25
2001-01-19T10:00,-16.2,74,0,1.53,212,19,0,20
2001-01-19T11:00,-16.5,72,0,1.78,218,14,0,25
2001-01-19T12:00,-17.3,71,0,1.84,225,15,0,30
2001-01-19T13:00,-18.1,70,0,2.19,227,4,0,35
2001-01-19T14:00,-18.8,70,0,2.4,225,0,0,35
2001-01-19T15:00,-18.5,68,0,2.62,227,0,17,35
2001-01-19T16:00,-14.5,62,0,2.48,223,0,143,45
2001-01-19T17:00,-8.8,56,0,1.84,221,0,296,85
2001-01-19T18:00,-3.4,50,0,1.2,185,0,419,260
2001-01-19T19:00,-0.5,40,0,1.12,153,0,483,585
2001-01-19T20:00,0.6,39,0,0.92,139,0,500,735
2001-01-19T21:00,1.2,39,0,0.85,111,0,453,775
2001-01-19T22:00,1,41,0,1.2,138,0,349,555
2001-01-19T23:00,-0.3,45,0,1.35,138,0,201,170
2001-01-20T00:00,-2.6,46,0,2.35,168,0,53,45
2001-01-20T01:00,-6,52,0,2.01,207,0,0,30
2001-01-20T02:00,-8.6,58,0,1.94,215,0,0,30
2001-01-20T03:00,-10.1,61,0,2.34,220,0,0,35
2001-01-20T04:00,-10.4,60,0,2.62,223,11,0,35
2001-01-20T05:00,-11,62,0,2.97,225,89,0,35
2001-01-20T06:00,-11.6,63,0,3.11,225,92,0,40
2001-01-20T07:00,-11.3,64,0,3.18,226,97,0,40
2001-01-20T08:00,-11,64,0,3.18,226,96,0,40
2001-01-20T09:00,-10.1,64,0,3.11,228,97,0,40
2001-01-20T10:00,-9.8,65,0,3.04,226,100,0,40
2001-01-20T11:00,-9.4,66,0,3.04,224,100,0,40
2001-01-20T12:00,-9.1,67,0,3.04,226,100,0,40
2001-01-20T13:00,-8.9,68,0,2.7,231,100,0,40
2001-01-20T14:00,-8.3,68,0,2.37,242,100,0,35
2001-01-20T15:00,-7.5,66,0,2.33,260,100,1,35
2001-01-20T16:00,-5.8,65,0,1.39,291,100,15,70
2001-01-20T17:00,-2.9,61,0,1.44,326,100,18,115
2001-01-20T18:00,-0.3,52,0,1.46,344,100,45,380
2001-01-20T19:00,-0.2,56,0,1.12,297,100,46,800
2001-01-20T20:00,1,42,0,3.09,299,95,111,1075
2001-01-20T21:00,1.6,35,0,4.02,325,12,281,1310
2001-01-20T22:00,1.4,36,0,3.2,358,6,307,1245
2001-01-20T23:00,0.3,43,0,2.52,7,37,170,755
2001-01-21T00:00,-1.4,49,0,3.2,360,89,31,280
2001-01-21T01:00,-2.8,57,0,2.42,330,93,0,205
2001-01-21T02:00,-3.6,60,0,1.75,283,78,0,100
2001-01-21T03:00,-4.8,63,0,1.8,270,30,0,30
2001-01-21T04:00,-7,68,0,1.66,245,17,0,25
2001-01-21T05:00,-8.9,71,0,1.58,235,3,0,25
2001-01-21T06:00,-10.3,71,0,1.98,229,2,0,30
2001-01-21T07:00,-11.3,69,0,2.33,227,0,0,35
2001-01-21T08:00,-11.7,68,0,2.55,228,0,0,40
2001-01-21T09:00,-12.2,68,0,2.69,228,0,0,40
2001-01-21T10:00,-12.8,67,0,2.76,226,2,0,40
2001-01-21T11:00,-13.2,65,0,2.97,228,1,0,40
2001-01-21T12:00,-13.5,65,0,3.18,226,0,0,40
2001-01-21T13:00,-13.8,64,0,3.25,225,0,0,40
2001-01-21T14:00,-13.9,64,0,3.32,224,0,0,40
2001-01-21T15:00,-13.3,61,0,3.32,224,0,19,45
2001-01-21T16:00,-10.1,55,0,3.18,224,0,146,50
2001-01-21T17:00,-4.9,49,0,2.33,227,0,302,75
2001-01-21T18:00,0.2,42,0,1.41,225,0,425,235
2001-01-21T19:00,3,39,0,0.98,204,15,493,495
2001-01-21T20:00,4.1,34,0,0.81,187,19,504,700
2001-01-21T21:00,5.3,26,0,0.54,158,5,455,760
2001-01-21T22:00,5.1,28,0,1.12,100,0,351,520
2001-01-21T23:00,4,36,0,1.79,117,0,205,95
2001-01-22T00:00,1.3,46,0,2.04,169,0,56,35
2001-01-22T01:00,-2,43,0,1.79,207,0,0,30
2001-01-22T02:00,-5.1,53,0,2,217,0,0,30
2001-01-22T03:00,-5.9,55,0,2.2,219,0,0,35
2001-01-22T04:00,-6,56,0,2.55,222,0,0,35
2001-01-22T05:00,-6.6,58,0,2.9,224,0,0,35
2001-01-22T06:00,-7.1,59,0,3.11,222,0,0,40
2001-01-22T07:00,-7.5,60,0,3.4,223,0,0,40
2001-01-22T08:00,-7.7,59,0,3.47,224,0,0,40
2001-01-22T09:00,-8,59,0,3.47,224,0,0,40
2001-01-22T10:00,-8.4,58,0,3.33,221,28,0,40
2001-01-22T11:00,-8.7,58,0,3.54,223,89,0,40
2001-01-22T12:00,-8.9,57,0,3.54,223,92,0,40
2001-01-22T13:00,-9.1,57,0,3.54,225,88,0,35
2001-01-22T14:00,-9.3,57,0,3.54,225,86,0,35
2001-01-22T15:00,-8.5,54,0,3.39,225,95,10,35
2001-01-22T16:00,-5,49,0,3.18,226,96,58,40
2001-01-22T17:00,-0.1,46,0,2.48,230,100,172,50
2001-01-22T18:00,4.6,42,0,1.26,252,100,227,70
2001-01-22T19:00,6.5,40,0,1.2,360,100,98,175
2001-01-22T20:00,7.2,28,0,2.42,30,99,151,350
2001-01-22T21:00,6,31,0,2.7,39,99,87,470
2001-01-22T22:00,4.9,35,0,1.66,33,100,75,385
2001-01-22T23:00,3.2,41,0,1.61,353,100,20,120
2001-01-23T00:00,1.3,46,0,1.53,349,100,5,45
2001-01-23T01:00,-1,50,0,1.73,10,100,0,55
2001-01-23T02:00,-0.9,45,0,1.92,28,100,0,45
2001-01-23T03:00,-0.4,43,0,0.91,84,100,0,25
2001-01-23T04:00,-0.8,45,0,0.73,164,100,0,15
2001-01-23T05:00,-1.3,47,0,0.58,211,100,0,15
2001-01-23T06:00,-1.9,50,0,0.78,220,100,0,15
2001-01-23T07:00,-4.4,56,0,0.92,221,100,0,15
2001-01-23T08:00,-5.2,59,0,1.03,209,100,0,20
2001-01-23T09:00,-5.7,61,0,0.98,204,100,0,25
2001-01-23T10:00,-6.5,64,0,1.55,195,100,0,55
2001-01-23T11:00,-6.6,65,0,1.68,197,100,0,70
2001-01-23T12:00,-6.8,68,0,1.66,205,100,0,70
2001-01-23T13:00,-6.8,68,0,1.61,210,100,0,60
2001-01-23T14:00,-6.8,69,0,1.58,215,98,0,55
2001-01-23T15:00,-6.4,68,0,1.42,219,99,2,60
2001-01-23T16:00,-3.7,60,0,1.36,234,100,17,75
2001-01-23T17:00,0,46,0,0.61,261,99,78,190
2001-01-23T18:00,2.1,40,0,0.2,360,96,226,470
2001-01-23T19:00,2.9,44,0,0.71,45,96,341,560
2001-01-23T20:00,3.4,41,0,1.13,45,94,328,655
2001-01-23T21:00,3.5,42,0,1.28,39,88,301,675
2001-01-23T22:00,3.1,44,0,1.08,34,90,172,510
2001-01-23T23:00,2,51,0,1.08,22,97,103,145
2001-01-24T00:00,0,59,0,1.63,11,93,27,50
2001-01-24T01:00,-2.6,69,0,0.94,302,75,0,15
2001-01-24T02:00,-3.4,70,0,1.41,278,8,0,25
2001-01-24T03:00,-4.6,74,0,1.73,280,6,0,30
2001-01-24T04:00,-5.8,76,0,1.5,270,6,0,25
2001-01-24T05:00,-6.5,76,0,1.36,253,7,0,20
2001-01-24T06:00,-7,75,0,1.17,250,2,0,20
2001-01-24T07:00,-7.9,73,0,1.04,253,0,0,20
2001-01-24T08:00,-8,72,0,1,264,0,0,20
2001-01-24T09:00,-9,75,0,1,270,0,0,20
2001-01-24T10:00,-10.1,76,0,1.02,259,0,0,20
2001-01-24T11:00,-10.1,75,0,0.7,270,2,0,20
2001-01-24T12:00,-10.4,74,0,0.61,261,11,0,15
2001-01-24T13:00,-10.9,72,0,0.86,234,21,0,15
2001-01-24T14:00,-11,70,0,1.13,225,21,0,20
2001-01-24T15:00,-10.4,69,0,0.99,225,2,16,20
2001-01-24T16:00,-4.8,58,0,1.06,229,2,116,65
2001-01-24T17:00,-0.4,54,0,0.28,135,1,286,230
2001-01-24T18:00,1.5,57,0,1.02,101,1,391,500
2001-01-24T19:00,2.6,53,0,1.61,97,1,476,710
2001-01-24T20:00,3.4,50,0,2.22,98,0,488,880
2001-01-24T21:00,4,48,0,2.5,106,10,431,1045
2001-01-24T22:00,4,48,0,3.29,110,36,348,1025
2001-01-24T23:00,3,53,0,3,116,95,205,700
2001-01-25T00:00,0.8,62,0,3.26,130,94,44,275
2001-01-25T01:00,-1.1,69,0,3.61,166,93,0,160
2001-01-25T02:00,-2.6,72,0,3.03,188,94,0,125
2001-01-25T03:00,-3.7,74,0,3.28,192,100,0,115
2001-01-25T04:00,-4.3,73,0,3.64,196,100,0,130
2001-01-25T05:00,-4.4,69,0,3.86,197,99,0,150
2001-01-25T06:00,-4.2,66,0,4.02,199,98,0,180
2001-01-25T07:00,-4.5,68,0,4.22,202,54,0,190
2001-01-25T08:00,-4.9,69,0,4.16,204,72,0,180
2001-01-25T09:00,-5.3,70,0,4.11,206,87,0,160
2001-01-25T10:00,-5.4,71,0,4.05,200,87,0,155
2001-01-25T11:00,-5.7,71,0,3.99,202,92,0,150
2001-01-25T12:00,-5.9,71,0,3.8,207,98,0,130
2001-01-25T13:00,-6,70,0,3.77,212,88,0,115
2001-01-25T14:00,-6,69,0,3.58,216,73,0,95
2001-01-25T15:00,-5.8,67,0,3.58,216,61,11,90
2001-01-25T16:00,-3,58,0,3.11,222,80,131,105
2001-01-25T17:00,1.1,49,0,2.26,225,82,246,150
2001-01-25T18:00,4.4,42,0,1.77,223,92,311,670
2001-01-25T19:00,5.4,40,0,1.9,252,89,268,1155
2001-01-25T20:00,6,37,0,2.37,298,76,325,1645
2001-01-25T21:00,5.8,35,0,3.22,334,67,231,1595
2001-01-25T22:00,3.9,46,0.2,1.55,285,100,101,250
2001-01-25T23:00,2.3,59,0,0.45,297,100,52,105
2001-01-26T00:00,0.9,59,0,0.64,309,100,21,45
2001-01-26T01:00,-0.4,47,0,1.9,273,100,0,40
2001-01-26T02:00,-1.8,43,0,1.66,245,100,0,35
2001-01-26T03:00,-2.6,44,0,2.51,241,98,0,90
2001-01-26T04:00,-2.3,45,0,2.8,235,80,0,175
2001-01-26T05:00,-2.1,46,0,2.66,236,56,0,160
2001-01-26T06:00,-2.2,46,0,2.22,234,54,0,95
2001-01-26T07:00,-4,49,0,2.28,232,10,0,45
2001-01-26T08:00,-5.2,52,0,1.91,223,1,0,40
2001-01-26T09:00,-6.6,56,0,1.7,225,1,0,45
2001-01-26T10:00,-7.7,58,0,1.77,223,0,0,45
2001-01-26T11:00,-8.6,58,0,2.05,223,0,0,50
2001-01-26T12:00,-9.4,59,0,2.19,227,0,0,50
2001-01-26T13:00,-10.1,59,0,2.41,228,0,0,50
2001-01-26T14:00,-10.7,59,0,2.2,231,3,0,50
2001-01-26T15:00,-10.5,58,0,1.7,230,49,23,45
2001-01-26T16:00,-5.8,48,0,1.14,232,94,148,75
2001-01-26T17:00,-1.6,43,0,0.73,106,94,218,295
2001-01-26T18:00,0.1,45,0,1.91,96,94,259,730
2001-01-26T19:00,1.2,42,0,2.24,100,97,265,860
2001-01-26T20:00,2,40,0,2.69,105,99,218,1010
2001-01-26T21:00,2.6,39,0,3.3,104,100,207,1130
2001-01-26T22:00,2.3,41,0,3.51,110,100,117,1205
2001-01-26T23:00,1.1,48,0,3.6,90,100,54,915
2001-01-27T00:00,-0.8,58,0,2.6,92,100,14,510
2001-01-27T01:00,-2.2,63,0,2.24,80,100,0,265
2001-01-27T02:00,-3.2,68,0,1.61,83,100,0,210
2001-01-27T03:00,-3.4,70,0,1.32,99,100,0,225
2001-01-27T04:00,-3.8,73,0,1.84,135,100,0,260
2001-01-27T05:00,-4.6,77,0,2.19,156,100,0,275
2001-01-27T06:00,-4.6,76,0,2.53,171,93,0,250
2001-01-27T07:00,-4.6,75,0,2.7,182,100,0,250
2001-01-27T08:00,-5,75,0,2.72,186,100,0,245
2001-01-27T09:00,-5.6,74,0,2.75,190,100,0,240
2001-01-27T10:00,-5.7,72,0,2.28,195,100,0,210
2001-01-27T11:00,-5.7,69,0,1.99,198,99,0,200
2001-01-27T12:00,-5.9,68,0,1.99,198,100,0,190
2001-01-27T13:00,-6.2,67,0,1.87,196,100,0,175
2001-01-27T14:00,-6.6,66,0,1.93,201,100,0,150
2001-01-27T15:00,-6.6,64,0,1.7,208,94,2,130
2001-01-27T16:00,-4.1,54,0,1.7,208,99,64,155
2001-01-27T17:00,-1.5,46,0,0.81,187,100,78,335
2001-01-27T18:00,0,43,0,0.92,131,100,29,550
2001-01-27T19:00,0.9,43,0,1.3,113,100,75,685
2001-01-27T20:00,0.5,49,0,1.36,107,100,9,705
2001-01-27T21:00,-0.1,58,0.2,1.9,108,100,3,705
2001-01-27T22:00,-1.1,70,0.3,0.98,114,100,5,500
2001-01-27T23:00,-1.7,75,0.3,1.1,90,100,1,430
2001-01-28T00:00,-2.7,81,0.3,1.4,86,100,1,340
2001-01-28T01:00,-3.5,85,0.3,1.2,95,100,0,310
2001-01-28T02:00,-4.1,86,0.2,1.39,111,98,0,325
2001-01-28T03:00,-4.5,86,0.2,1.28,129,98,0,295
2001-01-28T04:00,-4.6,85,0.3,1.24,104,100,0,220
2001-01-28T05:00,-5,86,0.2,1.49,132,100,0,195
2001-01-28T06:00,-4.8,85,0.2,0.85,135,99,0,135
2001-01-28T07:00,-5.2,86,0.2,1.14,128,100,0,130
2001-01-28T08:00,-5.6,87,0.2,1.34,153,100,0,110
2001-01-28T09:00,-5.9,88,0.1,1.04,163,100,0,100
2001-01-28T10:00,-7.2,88,0,0.85,201,86,0,95
2001-01-28T11:00,-7.7,86,0.1,0.98,246,70,0,85
2001-01-28T12:00,-8.2,84,0,1.17,250,92,0,45
2001-01-28T13:00,-8.7,82,0,0.85,249,50,0,25
2001-01-28T14:00,-9.3,81,0,0.82,256,68,0,20
2001-01-28T15:00,-9.3,79,0,0.58,301,97,7,45
2001-01-28T16:00,-6.3,73,0,1.24,14,97,52,140
2001-01-28T17:00,-5.3,79,0,1.68,17,85,81,270
2001-01-28T18:00,-3.6,72,0,1.58,18,89,140,360
2001-01-28T19:00,-4.3,80,0.2,1.71,21,95,145,485
2001-01-28T20:00,-3.9,78,0.4,2.34,20,97,224,515
2001-01-28T21:00,-4.8,82,0.1,2.5,16,97,91,485
2001-01-28T22:00,-5,82,0.1,1.97,24,89,121,465
2001-01-28T23:00,-5.5,83,0,1.75,24,94,53,410
2001-01-29T00:00,-6.1,86,0,1.61,30,99,10,270
2001-01-29T01:00,-6.6,89,0,1.44,34,98,0,195
2001-01-29T02:00,-7.1,90,0,0.98,24,98,0,135
2001-01-29T03:00,-7.4,91,0.2,0.61,9,97,0,105
2001-01-29T04:00,-7.7,92,0.3,0.5,37,100,0,80
2001-01-29T05:00,-7.9,93,0.3,0.78,40,98,0,75
2001-01-29T06:00,-7.9,93,0.3,0.8,360,100,0,85
2001-01-29T07:00,-8.2,92,0.4,0.92,311,99,0,80
2001-01-29T08:00,-8.6,92,0.2,0.98,246,99,0,70
2001-01-29T09:00,-9,90,0.1,1.06,229,98,0,50
2001-01-29T10:00,-9.6,87,0,1.28,231,100,0,20
2001-01-29T11:00,-10,86,0,1,276,98,0,15
2001-01-29T12:00,-9.3,83,0,1.44,304,100,0,60
2001-01-29T13:00,-8.9,84,0.2,1.32,279,100,0,60
2001-01-29T14:00,-10.3,87,0.2,1.24,256,86,0,25
2001-01-29T15:00,-10.6,87,0.1,1.08,292,100,1,15
2001-01-29T16:00,-7.1,75,0.2,1.36,324,98,15,100
2001-01-29T17:00,-5.1,78,0.3,1.4,360,72,22,275
2001-01-29T18:00,-4.7,84,0.4,2.11,5,67,18,565
2001-01-29T19:00,-2.7,71,0,1.3,328,68,263,535
2001-01-29T20:00,-0.8,62,0,1.46,286,46,340,670
2001-01-29T21:00,0.9,56,0,1.36,287,10,352,840
2001-01-29T22:00,1.2,56,0,1.84,311,38,308,1165
2001-01-29T23:00,1.2,52,0,3.22,300,21,200,1010
2001-01-30T00:00,0,51,0,4.49,291,20,71,760
2001-01-30T01:00,-1.3,49,0,5.19,286,6,1,665
2001-01-30T02:00,-2.3,47,0,5.22,282,26,0,600
2001-01-30T03:00,-3.1,46,0,5.12,282,54,0,580
2001-01-30T04:00,-3.9,47,0,4.98,280,77,0,565
2001-01-30T05:00,-5.1,50,0,4.63,276,70,0,540
2001-01-30T06:00,-6.7,56,0,4.4,270,62,0,515
2001-01-30T07:00,-5.6,51,0,4.1,267,85,0,460
2001-01-30T08:00,-6.9,58,0,3.01,266,85,0,145
2001-01-30T09:00,-8.3,63,0,2.11,275,78,0,80
2001-01-30T10:00,-9.9,64,0,2.42,300,46,0,70
2001-01-30T11:00,-12,67,0,1.99,288,83,0,60
2001-01-30T12:00,-12.8,69,0,1.53,281,98,0,45
2001-01-30T13:00,-12.3,69,0,2.01,264,99,0,30
2001-01-30T14:00,-11.5,68,0,1.8,236,100,0,20
2001-01-30T15:00,-10.6,69,0,2.02,237,100,1,25
2001-01-30T16:00,-8.3,67,0,2.1,245,100,14,55
2001-01-30T17:00,-4.8,62,0,1.68,253,100,86,235
2001-01-30T18:00,-1.8,49,0,1.6,270,100,126,420
2001-01-30T19:00,-0.3,48,0,1.53,302,100,179,1245
2001-01-30T20:00,0.2,43,0,1.71,353,100,156,1545
2001-01-30T21:00,-0.6,50,0,2.44,35,100,88,1085
2001-01-30T22:00,-1.9,64,0,2.97,42,100,54,655
2001-01-30T23:00,-3.4,76,0,2.77,49,100,18,655
2001-01-31T00:00,-4.7,83,0,1.53,58,100,8,460
2001-01-31T01:00,-5.5,85,0.1,1.12,100,100,0,210
2001-01-31T02:00,-5.8,83,0.2,1,174,100,0,65
2001-01-31T03:00,-6.1,82,0.1,1.02,191,100,0,65
2001-01-31T04:00,-6.5,82,0.1,1.3,203,100,0,35
2001-01-31T05:00,-7.5,82,0.1,1.52,203,100,0,35
2001-01-31T06:00,-8.8,83,0,1.48,208,100,0,25
2001-01-31T07:00,-10.6,82,0,1.64,218,100,0,25
2001-01-31T08:00,-11.4,80,0,1.84,225,100,0,30
2001-01-31T09:00,-12.3,79,0,2.13,229,100,0,30
2001-01-31T10:00,-13.3,79,0,1.7,230,99,0,25
2001-01-31T11:00,-14.4,79,0,1.86,234,89,0,20
2001-01-31T12:00,-15.8,79,0,2.22,234,70,0,25
2001-01-31T13:00,-17,78,0,2.5,233,45,0,30
2001-01-31T14:00,-18,77,0,2.83,228,60,0,30
2001-01-31T15:00,-17.9,75,0,3.25,225,43,21,35
2001-01-31T16:00,-14.7,67,0,3.04,224,8,165,50
2001-01-31T17:00,-10,62,0,2.41,222,0,339,85
2001-01-31T18:00,-5,53,0,1.84,221,0,471,240
2001-01-31T19:00,-1.9,43,0,1.53,212,11,544,665
2001-01-31T20:00,-0.7,41,0,0.98,204,15,551,1110
2001-01-31T21:00,0.3,25,0,0.28,315,10,504,1370
2001-01-31T22:00,-0.1,38,0,0.78,50,23,406,1050
2001-01-31T23:00,-1.8,51,0,1.5,53,34,245,150
2001-02-01T00:00,-3.8,59,0,1.4,90,25,73,25
2001-02-01T01:00,-3.8,50,0,1.04,197,13,1,20
2001-02-01T02:00,-7.1,55,0,1.58,215,1,0,20
2001-02-01T03:00,-12.1,62,0,1.49,222,0,0,15
2001-02-01T04:00,-15,66,0,1.63,227,0,0,15
2001-02-01T05:00,-17.2,70,0,1.98,229,0,0,20
2001-02-01T06:00,-18.5,73,0,2.36,234,0,0,20
2001-02-01T07:00,-18.9,72,0,2.58,234,0,0,25
2001-02-01T08:00,-19.2,72,0,2.72,234,0,0,25
2001-02-01T09:00,-19.5,73,0,2.72,234,0,0,30
2001-02-01T10:00,-19.8,73,0,2.28,232,5,0,25
2001-02-01T11:00,-19.8,72,0,2.66,236,24,0,30
2001-02-01T12:00,-19.2,71,0,3.11,237,51,0,35
2001-02-01T13:00,-18.5,70,0,3.45,240,8,0,45
2001-02-01T14:00,-18.5,71,0,3.45,240,3,0,45
2001-02-01T15:00,-18.2,70,0,3.09,241,2,30,40
2001-02-01T16:00,-14.4,62,0,2.73,242,7,172,55
2001-02-01T17:00,-9.5,58,0,2.1,245,12,335,215
2001-02-01T18:00,-4.6,52,0,1.87,254,3,431,1120
2001-02-01T19:00,-1.4,43,0,1.9,270,1,535,1325
2001-02-01T20:00,-0.2,40,0,1.77,286,0,555,1400
2001-02-01T21:00,0.2,46,0,1.39,300,0,510,1375
2001-02-01T22:00,0.2,46,0,0.54,202,0,404,930
2001-02-01T23:00,1.2,31,0,1.61,173,0,252,305
2001-02-02T00:00,-2.8,54,0,2.21,175,0,87,40
2001-02-02T01:00,-5.8,55,0,2.2,210,0,2,30
2001-02-02T02:00,-9.9,66,0,2,217,0,0,25
2001-02-02T03:00,-12.3,72,0,2.77,221,0,0,35
2001-02-02T04:00,-12.8,71,0,3.18,224,0,0,40
2001-02-02T05:00,-13.2,72,0,3.47,224,0,0,40
2001-02-02T06:00,-13.4,72,0,3.61,224,0,0,45
2001-02-02T07:00,-13.6,73,0,3.82,223,40,0,50
2001-02-02T08:00,-13.6,73,0,3.89,224,92,0,55
2001-02-02T09:00,-13.3,73,0,3.89,224,100,0,55
2001-02-02T10:00,-13.3,74,0,3.54,223,88,0,45
2001-02-02T11:00,-12.8,74,0,3.47,221,94,0,40
2001-02-02T12:00,-11.6,73,0,3.4,223,96,0,40
2001-02-02T13:00,-10.7,74,0,3.18,224,98,0,40
2001-02-02T14:00,-9.8,74,0,3.18,224,98,0,40
2001-02-02T15:00,-8.5,72,0,3.05,229,57,6,40
2001-02-02T16:00,-6.1,69,0,3.19,229,0,31,45
2001-02-02T17:00,-2,63,0,2.42,218,0,321,70
2001-02-02T18:00,2.6,55,0,2.02,200,2,458,155
2001-02-02T19:00,4.8,50,0,2.1,205,16,534,655
2001-02-02T20:00,6.2,43,0,1.12,260,12,551,795
2001-02-02T21:00,8.6,27,0,0.63,288,90,504,930
2001-02-02T22:00,7.8,32,0,1.33,167,100,384,440
2001-02-02T23:00,6,45,0,1.87,164,100,222,135
2001-02-03T00:00,3.7,54,0,2.51,185,92,15,80
2001-02-03T01:00,1.3,66,0,2.3,214,97,0,45
2001-02-03T02:00,-0.3,75,0,2.7,219,100,0,40
2001-02-03T03:00,-1.7,79,0,2.78,218,98,0,40
2001-02-03T04:00,-2.9,81,0,2.98,220,94,0,45
2001-02-03T05:00,-3,77,0,3.12,220,100,0,50
2001-02-03T06:00,-3.7,76,0,3.4,223,100,0,55
2001-02-03T07:00,-3.7,74,0,3.47,221,99,0,55
2001-02-03T08:00,-4,72,0,3.72,216,89,0,60
2001-02-03T09:00,-4.4,71,0,3.36,217,100,0,65
2001-02-03T10:00,-4.9,70,0,2.8,215,81,0,55
2001-02-03T11:00,-5.3,71,0,2.91,221,99,0,50
2001-02-03T12:00,-5.6,70,0,2.69,225,98,0,45
2001-02-03T13:00,-6.2,71,0,2.34,230,100,0,35
2001-02-03T14:00,-6.4,71,0,2.33,227,98,0,35
2001-02-03T15:00,-5.5,69,0,2.12,225,99,15,40
2001-02-03T16:00,-2,64,0,1.56,225,96,103,45
2001-02-03T17:00,2.5,56,0,0.89,207,84,208,100
2001-02-03T18:00,6,47,0,0.89,153,97,314,335
2001-02-03T19:00,8,35,0,0.2,360,95,398,2060
2001-02-03T20:00,8,36,0,2.25,328,90,398,2355
2001-02-03T21:00,7.7,37,0,2.83,328,81,306,1990
2001-02-03T22:00,7,39,0,1.86,36,51,312,1535
2001-02-03T23:00,5.6,47,0,2.28,61,53,198,280
2001-02-04T00:00,4.4,48,0,2.33,59,43,78,160
2001-02-04T01:00,1.4,60,0,2.09,73,62,2,100
2001-02-04T02:00,-0.6,64,0,1.8,93,42,0,85
2001-02-04T03:00,-2.3,68,0,1.5,90,60,0,50
2001-02-04T04:00,-3,68,0,1.41,135,50,0,50
2001-02-04T05:00,-3.7,69,0,1.63,137,50,0,70
2001-02-04T06:00,-2.8,64,0,1.6,94,59,0,85
2001-02-04T07:00,-1.6,84,0,0.81,60,62,0,85
2001-02-04T08:00,-2,87,0,0.67,27,55,0,85
2001-02-04T09:00,-2.2,89,0,0,270,48,0,80
2001-02-04T10:00,-2.6,92,0,0.98,24,66,0,110
2001-02-04T11:00,-2.7,93,0,1.14,128,66,0,115
2001-02-04T12:00,-3.1,94,0,1.21,156,56,0,105
2001-02-04T13:00,-3.7,94,0,1.43,155,49,0,95
2001-02-04T14:00,-5.2,92,0,1.63,169,32,0,85
2001-02-04T15:00,-4.3,84,0,1.9,183,22,14,80
2001-02-04T16:00,-1.4,68,0,2,180,14,113,115
2001-02-04T17:00,1.6,60,0,1.87,164,9,326,255
2001-02-04T18:00,4.8,49,0,1.46,164,41,418,560
2001-02-04T19:00,7.2,32,0,0.73,196,37,508,915
2001-02-04T20:00,8.2,33,0,0.71,278,5,549,1085
2001-02-04T21:00,8.2,37,0,0.94,328,1,504,1190
2001-02-04T22:00,9.7,28,0,1,96,7,403,460
2001-02-04T23:00,7.1,45,0,1.6,90,23,255,190
2001-02-05T00:00,6.8,43,0,1.97,114,50,92,35
2001-02-05T01:00,5.1,46,0,1.84,193,61,2,25
2001-02-05T02:00,-0.2,63,0,1.53,212,32,0,25
2001-02-05T03:00,-2.5,73,0,1.92,219,55,0,25
2001-02-05T04:00,-3.3,76,0,2.26,225,78,0,30
2001-02-05T05:00,-3.2,73,0,2.55,225,81,0,35
2001-02-05T06:00,-2.9,70,0,2.9,224,53,0,45
2001-02-05T07:00,-3.8,71,0,3.19,221,29,0,50
2001-02-05T08:00,-4,70,0,3.55,220,0,0,55
2001-02-05T09:00,-4.2,68,0,3.76,220,0,0,60
2001-02-05T10:00,-4.3,67,0,3.84,219,0,0,60
2001-02-05T11:00,-4.3,65,0,3.92,218,0,0,60
2001-02-05T12:00,-4.6,65,0,3.91,220,0,0,65
2001-02-05T13:00,-5,65,0,3.75,222,0,0,65
2001-02-05T14:00,-5.4,64,0,3.75,222,0,0,60
2001-02-05T15:00,-4.6,60,0,3.83,221,0,39,65
2001-02-05T16:00,-1,51,0,3.2,219,0,192,75
2001-02-05T17:00,3.6,45,0,2.47,212,0,358,110
2001-02-05T18:00,8.4,35,0,1.91,186,0,486,335
2001-02-05T19:00,10.6,28,0,2.1,183,0,560,1805
2001-02-05T20:00,11.7,25,0,2.56,231,0,572,2335
2001-02-05T21:00,13.7,18,0,3.55,280,0,524,2615
2001-02-05T22:00,12.9,19,0,2.51,331,0,420,2735
2001-02-05T23:00,11.4,23,0,2.42,353,2,265,390
2001-02-06T00:00,9.1,28,0,1.56,40,21,99,75
2001-02-06T01:00,6,32,0,0.72,56,0,4,60
2001-02-06T02:00,4.6,35,0,0.71,135,0,0,30
2001-02-06T03:00,1.6,45,0,1.3,176,0,0,40
2001-02-06T04:00,-1.1,57,0,2.24,153,0,0,120
2001-02-06T05:00,-2.3,63,0,3.08,126,0,0,215
2001-02-06T06:00,-2.5,66,0,2.97,123,0,0,200
2001-02-06T07:00,-3.8,83,0,1.75,149,1,0,135
2001-02-06T08:00,-4.3,87,0,1.84,167,1,0,110
2001-02-06T09:00,-5.1,88,0,2.12,188,0,0,90
